id,title,group,salesrank,review_cnt,downloads,rating
155949,Rnotes: Nurse's Clinical Pocket Guide,Book,11908.0,8,8,5.0
155954,Windows XP Pocket Reference,Book,127665.0,4,4,4.5
155970,Creating a Christian Lifestyle,Book,102025.0,2,2,3.0
155994,"Depression-Free for Life: A Physician's All-Natural, 5-Step Plan",Book,27391.0,5,5,4.5
156004,The Blair Reader (4th Edition),Book,98299.0,3,3,4.5
156035,The Value Profit Chain : Treat Employees Like Customers and Customers Like Employees,Book,62279.0,3,3,3.5
156049,Architecture of Fear,Book,62002.0,2,2,4.0
156092,Jackie Chan (Best of Inside Kung-Fu),Book,53888.0,3,3,5.0
156093,Aqua Fitness,Book,82796.0,1,1,5.0
156099,Barron's Regents Exams and Answers: Earth Science,Book,31684.0,3,3,5.0
156109,A Good Death: Challenges Choices and Care Options,Book,107042.0,2,2,5.0
156125,To the Elephant Graveyard,Book,124627.0,15,15,4.5
156131,A New Owner's Guide to Miniature Schnauzers (New Owner's Guide To...),Book,38784.0,2,2,5.0
156134,Sailboat Electrics Simplified,Book,93498.0,6,6,5.0
156138,The Easy Christmas Fake Book : 100 Songs in the Key of C (Fake Books),Book,19460.0,0,0,0.0
156142,Quiet Days in Clichy,Book,129178.0,10,10,4.5
156143,A Treatise on Cosmic Fire,Book,82086.0,0,0,0.0
156150,The Fighting Agents (Men at War (Paperback Jove)),Book,101738.0,15,15,4.0
156151,"No More Heartburn: Stop the Pain in 30 Days--Naturally! : The Safe, Effective Way to Prevent and Heal Chronic Gastrointestinal Disorders",Book,12157.0,16,16,4.5
156158,Smart Med for Healthier Child,Book,31410.0,20,20,5.0
156168,Internal Medicine: Handbook for Clinicians,Book,11956.0,8,8,5.0
156169,Film History: An Introduction,Book,117709.0,2,2,5.0
156170,RADICAL SON: A GENERATIONAL ODYSSEY,Book,84240.0,93,93,4.0
156181,Spain Is Different (Interact Series),Book,107376.0,1,1,4.0
156184,The Acts of King Arthur and His Noble Knights : From the Winchester Manuscripts of Thomas Malory & Other Sources,Book,118499.0,32,32,3.5
156191,The Last Cowboys at the End of the World: The Story of the Gauchos of Patagonia,Book,107211.0,17,17,4.0
156195,Hibakusha: Survivors of Hiroshima and Nagasaki,Book,103732.0,1,1,5.0
156199,Race Car Aerodynamics: Designing for Speed (Engineering and Performance),Book,41469.0,6,6,4.5
156200,A Pronouncing Dictionary of American English,Book,149503.0,7,7,3.5
156203,Windows XP in a Nutshell,Book,148578.0,15,15,4.5
156204,Color and Culture: Practice and Meaning from Antiquity to Abstraction,Book,31201.0,1,1,5.0
156206,Mississippi Mud : Southern Justice and the Dixie Mafia,Book,61973.0,37,37,4.0
156226,Emotional Branding: The New Paradigm for Connecting Brands to People,Book,19943.0,37,37,4.0
156229,The Aesthetics of Thomas Aquinas,Book,145375.0,1,1,5.0
156236,"Dealing with Dragons: The Enchanted Forest Chronicles, Book One",Book,27409.0,270,270,5.0
156251,Archery Anatomy: An Introduction to Techniques for Improved Performance,Book,104072.0,7,7,4.5
156278,Fused Glass Handbook,Book,25269.0,3,3,4.0
156283,"The New Natural House Book : Creating a Healthy, Harmonious, and Ecologically Sound Home",Book,118258.0,3,3,4.5
156289,"Mathematical Handbook for Scientists and Engineers: Definitions, Theorems, and Formulas for Reference and Review",Book,21474.0,8,8,5.0
156291,Associated Press Sports Writing Handbook,Book,39162.0,0,0,0.0
156304,Celtic Heritage: Ancient Tradition in  Ireland and Wales,Book,67782.0,7,7,4.0
156306,Managing With Power: Politics and Influence in Organizations,Book,35211.0,9,9,4.0
156307,How Girls Thrive: An Essential Guide for Educators (And Parents),Book,96263.0,0,0,0.0
156312,The Eighteenth Century: 1688-1815 (Short Oxford History of the British Isles),Book,143943.0,0,0,0.0
156313,The Picture of Dorian Gray and Other Short Stories,Book,58561.0,15,15,4.0
156320,Lives of the Saints,Book,116338.0,2,2,4.5
156358,The Leadership Pill: The Missing Ingredient in Motivating People Today,Book,53170.0,35,35,4.5
156359,Tiffany's Table Manners for Teenagers,Book,35482.0,6,6,4.5
156372,Your Erroneous Zones,Book,4215.0,47,47,5.0
156373,Biometry,Book,140294.0,8,8,4.5
156393,Endgame and Act Without Words,Book,28499.0,32,32,4.0
156411,"The Clash of Fundamentalisms: Crusades, Jihads and Modernity",Book,75153.0,36,36,4.0
156419,An Introduction to A Course in Miracles,Book,8721.0,6,6,3.5
156436,Speaking of Sin: The Lost Language of Salvation,Book,73524.0,1,1,5.0
156446,Tennessee Atlas & Gazetteer (Tennessee Atlas & Gazetteer),Book,13554.0,2,2,4.5
156457,"Long Way Home: The Unseen Trilogy, Book 3 (Buffy the Vampire Slayer and Angel crossover)",Book,13087.0,17,17,4.0
156459,"Sex for Sale: Prostitution, Pornography, and the Sex Industry",Book,117478.0,2,2,4.0
156486,The BOOK OF VIRTUES,Book,48806.0,50,50,4.0
156487,Parallel Distributed Processing: Explorations in the Microstructure of Cognition : Foundations (Parallel Distributed Processing),Book,130990.0,1,1,5.0
156491,The Myth of the Good War : The USA in World War II,Book,28232.0,1,1,4.0
156494,The Season of Lillian Dawes: A Novel,Book,136015.0,13,13,4.5
156501,Powerful Prayers,Book,143679.0,13,13,5.0
156503,Betty Crocker's Cooky Book,Book,43709.0,47,47,5.0
156528,Energy Psychology and EMDR: Combining Forces to Optimize Treatment,Book,76732.0,1,1,5.0
156605,Possessing the Secret of Joy,Book,33695.0,48,48,4.5
156607,Art of Forgiving,Book,44516.0,9,9,4.5
156620,I Could Tell You Stories: Sojourns in the Land of Memory,Book,123726.0,8,8,4.0
156663,Little Women (Illustrated Junior Library),Book,124825.0,258,258,4.5
156665,Big Basics Book of Windows 98 (How to Use),Book,92229.0,6,6,5.0
156666,Boat Joinery and Cabinet Making Simplified,Book,137482.0,2,2,4.5
156667,My Lord Conqueror (An Avon Romantic Treasure),Book,46552.0,7,7,3.5
156678,The Sweet Potato Cookbook,Book,129270.0,1,1,5.0
156679,"Hello, He Lied",Book,121079.0,23,23,3.5
156689,A Sea Vagabond's World: Boats and Sails Distant Shores Islands and Lagoons,Book,86092.0,1,1,5.0
156705,Le Corbusier 1910-65 : (SA) (Le Corbusier),Book,87245.0,1,1,4.0
156706,The War Against Boys : How Misguided Feminism Is Harming Our Young Men,Book,123786.0,111,106,4.0
156713,Japanese for Everyone: A Functional Approach to Daily Communications,Book,43554.0,28,28,4.5
156718,201 Great Questions for Parents and Children (GREAT QUESTIONS),Book,133850.0,2,2,5.0
156723,My Journey to Lhasa,Book,55899.0,8,8,4.5
156731,Born in Blood : The Lost Secrets of Freemasonry,Book,7117.0,73,73,4.5
156733,Balzac and the Little Chinese Seamstress : A Novel,Book,1764.0,166,165,4.5
156734,Which Lie Did I Tell? : More Adventures in the Screen Trade (Vintage),Book,28509.0,45,45,4.0
156737,"The Little Book of Letting Go: A Revolutionary 30-Day Program to Cleanse Your Mind, Lift Your Spirit and Replenish Your Soul",Book,93957.0,20,20,4.5
156754,30 Years of National Geographic Specials,Book,6555.0,7,7,5.0
156757,The Essential Guide to Weapons and Technology (Star Wars),Book,122115.0,25,25,4.5
156760,Center: The Power of Aikido,Book,50641.0,7,7,4.5
156769,Think Like a Shrink : 100 Principles for Seeing Deeply into Yourself and Others,Book,43091.0,8,8,4.0
156793,Smuggler's Moon,Book,82151.0,11,11,4.0
156796,How To Do Everything with Contribute,Book,60713.0,0,0,0.0
156798,The Loved One,Book,9396.0,149,149,3.5
156799,Accounting (Barron's Business Review Series),Book,13480.0,7,7,3.5
156800,"Total Renewal: 7 Key Steps to Resilience, Vitality, and Long-Term Health",Book,139163.0,14,14,4.5
156801,The Art of Crossing Cultures,Book,37285.0,5,5,4.0
156802,Dark Remedy: The Impact of Thalidomide and Its Revival as a Vital Medicine,Book,129634.0,5,5,5.0
156803,Study Guide - Pierre & Jean,Book,144793.0,0,0,0.0
156814,Pictures of Perfection (Dalziel and Pascoe Mysteries (Paperback)),Book,10840.0,15,15,4.5
156828,Teaching Playskills to Children With Autistic Spectrum Disorder: A Practical Guide,Book,110791.0,3,3,3.5
156836,Stress for Success,Book,104006.0,5,5,4.5
156839,"An Uncommon Woman - The Empress Frederick: Daughter of Queen Victoria, Wife of the Crown Prince of Prussia, Mother of Kaiser Wilhelm",Book,106603.0,25,25,4.0
156845,"Sir Small and the Dragonfly (Step-Into-Reading, Step 2)",Book,56380.0,2,2,5.0
156855,Novell's GroupWise 6.5 User's Handbook,Book,92748.0,0,0,0.0
156863,Dos for Dummies Quick Reference,Book,102259.0,2,2,4.0
156871,Dusk : A Novel (Modern Library (Paperback)),Book,130696.0,11,11,4.5
156873,Making It into a Top College: 10 Steps to Gaining Admission to Selective Colleges and Universities (Greenes' Guides to Educational Planning),Book,115430.0,6,6,4.5
156875,Whatever,Book,13699.0,22,22,3.5
156881,Lyle Stuart on Baccarat,Book,149382.0,5,5,3.5
156883,Don't Go!,Book,104469.0,1,1,5.0
156893,House Beautiful Sensational Bathrooms (House Beautiful),Book,111401.0,2,2,4.5
156894,Animating the Looney Tunes Way,Book,141013.0,4,4,4.0
156897,The Cholesterol Myths : Exposing the Fallacy that Saturated Fat and Cholesterol Cause Heart Disease,Book,3340.0,20,20,5.0
156901,Cosmic Consciousness (Arkana S.),Book,22417.0,28,28,4.5
156902,Earthways: Simple Environmental Activities for Young Children,Book,88105.0,2,2,5.0
156912,Bill Wyman's Blues Odyssey: A Journey to Music's Heart & Soul,Book,149163.0,11,11,4.0
156917,Build a Better Spouse Trap : A Street-Smart Dating Strategy for Men Who Have Lost a Love,Book,96426.0,13,13,5.0
156924,A Promise Kept,Book,148326.0,8,8,5.0
156944,"Patriots and Tyrants (Battletech, 52)",Book,100975.0,10,10,3.5
156950,Red Rabbit,Book,92526.0,592,592,2.0
156953,Love With the Proper Husband (Avon Historical Romance),Book,133221.0,11,11,3.5
156959,The Art of Voice Acting: The Craft and Business of Performing for Voice-Over,Book,60960.0,15,15,4.5
156962,Fluffy Grows A Garden (level 3) (Hello Reader),Book,62612.0,1,1,5.0
156970,A Modern Guide to Macroeconomics: An Introduction to Competing Schools of Thought,Book,65666.0,4,4,5.0
156982,"Letting Go: A Parents' Guide to Understanding the College Years, Third Edition",Book,118494.0,13,13,4.5
157005,Bioinformatics: Sequence and Genome Analysis (Genome Analysis),Book,28340.0,17,17,3.0
157011,Machu Picchu,Book,146468.0,2,2,4.5
157019,Making Your Move to One of America's Best Small Towns : How to Find a Great Little Place as Your Next Home Base,Book,15881.0,3,3,3.0
157048,"Enchanted: The Donovan Legacy (Intimate Moments, #961)",Book,38914.0,50,50,3.5
157049,Nymphing Strategies,Book,102530.0,2,2,5.0
157050,"Maui Trailblazer: Where to Hike, Snorkel, Paddle, Surf, Drive (Hawaiian Hiking Guides)",Book,17427.0,27,27,5.0
157052,The Art of Drowning (Pitt Poetry Series),Book,74573.0,14,14,4.5
157056,Bodymind,Book,121128.0,3,3,5.0
157058,How to Play Mandolin (Mandolin),Book,61275.0,1,1,5.0
157060,If This World Were Mine,Book,142431.0,87,87,4.5
157061,The Book Casino Managers Fear the Most!,Book,93315.0,4,4,3.0
157071,March Upcountry,Book,14545.0,42,42,4.0
157074,Death Understood,Book,65426.0,4,4,4.5
157075,You CAN Retire Young:  How to Retire in Your 40s or 50s Without Being Rich,Book,120955.0,31,31,5.0
157078,The Orchid in Lore and Legend,Book,87690.0,3,3,4.5
157089,Best Friends for Frances (Trophy Picture Books (Paperback)),Book,17271.0,4,4,5.0
157093,The Eight Competencies of Relationship Selling: How to Reach the Top 1% in Just 15 Extra Minutes a Day,Book,58850.0,4,4,5.0
157097,Uncommon Clay,Book,61205.0,10,10,4.0
157099,"Black Like Us: A Century of Lesbian, Gay, and Bisexual African American Fiction",Book,114086.0,6,6,5.0
157105,Handbook of Structured Financial Products,Book,20697.0,0,0,0.0
157112,The Real James Herriot : A Memoir of My Father,Book,8251.0,29,29,4.5
157120,The Complete Guide to Home Carpentry : Carpentry Skills & Projects for Homeowners (Black & Decker Home Improvement Library),Book,15822.0,5,5,4.0
157125,Fish! : A Remarkable Way to Boost Morale and Improve Results,Book,130887.0,174,174,3.5
157133,The Obsession : Reflections on the Tyranny of Slenderness,Book,78319.0,2,2,5.0
157140,Over What Hill?: Notes from the Pasture,Book,71063.0,1,1,5.0
157142,Sacred Marriage,Book,4023.0,16,16,5.0
157144,Succession in Saudi Arabia,Book,85068.0,0,0,0.0
157157,The Stand (The Complete and Uncut Edition),Book,112715.0,817,817,4.5
157160,Twenty Years After (Oxford World's Classics),Book,33704.0,50,50,5.0
157167,Tofu Cookery,Book,59422.0,18,18,4.5
157170,Digital Design: Principles and Practices and Xilinx 4.2i Student Package (3rd Edition),Book,74236.0,21,21,4.0
157196,Teton Trails : A Guide to the Trails of Grand Teton National Park (A Guide to the Trails of Grand Teton National Park),Book,24389.0,2,2,4.0
157201,Exercises for Elite Golf Performance,Book,20775.0,8,8,3.5
157211,"Charms, Spells, and Formulas",Book,13628.0,56,56,4.0
157212,"The Cosmic Octave: Origin of Harmony, Planets, Tones, Colors, the Power of Inherent Vibrations",Book,138854.0,8,8,4.0
157220,Lonely Planet: Mexico's Pacific Coast,Book,115459.0,2,2,3.0
157223,Nickel Quilts: Great Designs from 5 Inch Scraps,Book,29118.0,7,7,5.0
157224,God's Psychiatry,Book,118131.0,6,6,5.0
157231,White Eagle Medicine Wheel : Native American Wisdom As A Way of Life,Book,137515.0,4,4,3.5
157233,The Oxford Essential Guide to Critical Writing (Essential Resource Library) (Essential Resource Library),Book,26241.0,1,1,5.0
157238,Shadow of the Hegemon (Ender),Book,117157.0,213,213,4.0
157239,Webworks: e-zines: Explore On-Line Magazine Design,Book,105638.0,2,2,4.0
157252,Nothings Impossible: Leadership Lessons from Inside and Outside the Classroom,Book,143071.0,8,8,5.0
157258,Kipper's Book of Weather (Kipper),Book,30524.0,1,1,4.0
157266,Run for Your Life: A Book for Beginning Women Runners,Book,74590.0,13,13,4.5
157274,The Law of Corporations: In a Nutshell (In a Nutshell (West Publishing)),Book,18598.0,1,1,4.0
157283,The Leopard,Book,8545.0,42,42,4.5
157286,Software for Use: A Practical Guide to the Models and Methods of UsageCentered Design (ACM Press),Book,132369.0,7,7,4.0
157290,"Secrets of Successful Speakers: How You Can Motivate, Captivate, and Persuade",Book,96853.0,10,10,5.0
157298,Windows 2000 & Windows Server 2003 Clustering & Load Balancing,Book,130680.0,14,14,3.5
157320,"Motorcycle Adventures in the Southern Appalachians: North Georgia, Western North Carolina, East Tennessee",Book,42513.0,2,2,5.0
157332,How To Tie Scarves,Book,36021.0,4,4,3.0
157335,Dok Suni,Book,133711.0,20,20,4.0
157358,Best Plants for New Mexico Gardens and Landscapes: Keyed to Cities and Regions in New Mexico and Adjacent Areas,Book,48153.0,3,3,4.0
157360,Master Math Trigonometry,Book,131071.0,1,1,5.0
157374,Teaching the Youngest Writers: A Practical Guide,Book,17031.0,5,5,5.0
157375,"Is the Homosexual My Neighbor? Revised and Updated : Positive Christian Response, A",Book,128587.0,7,7,4.0
157383,"The 21 Irrefutable Laws Of Leadership, Workbook",Book,22349.0,144,144,4.0
157385,"Lady Susan, The Watsons, Sanditon (Penguin Classics)",Book,129822.0,6,6,4.0
157386,In Her Defense,Book,144496.0,40,40,4.5
157408,"Historical Atlas of the Pacific Northwest: Maps of Exploration and Discovery : British Columbia, Washington, Oregon, Alaska, Yukon",Book,137731.0,2,2,5.0
157431,Hide and Seek (An Inspector Rebus Novel),Book,19879.0,7,7,4.0
157439,The Gift of Death (Religion and Postmodernism Series),Book,58687.0,5,5,4.0
157442,Le Divorce (William Abrahams Book),Book,124959.0,114,114,3.0
157451,The Complete Films of John Wayne,Book,28980.0,4,4,4.0
157452,Raising Confident Girls: 100 Tips for Parents and Teachers,Book,96106.0,2,2,3.5
157461,A Charm School For Sissy Maids,Book,88446.0,5,5,4.5
157469,The Great Warpath: British Military Sites from Albany to Crown Point,Book,91811.0,2,2,4.0
157476,Guess How Much I Love You,Book,16006.0,209,209,4.5
157483,Java Message Service (O'Reilly Java Series),Book,17750.0,26,27,3.5
157490,License to Drive,Book,59883.0,1,1,5.0
157492,"Language Ideologies: Practice and Theory (Oxford Studies in Anthropological Linguistics , No 16)",Book,93115.0,0,0,0.0
157524,Men at Work : The Craft of Baseball,Book,35718.0,41,41,4.0
157526,"The Economist's View of the World : Government, Markets and Public Policy",Book,18102.0,2,2,4.5
157535,Touch of Healing,Book,31526.0,11,11,5.0
157536,"The Daily Disciplines of Leadership : How to Improve Student Achievement, Staff Motivation, and Personal Organization (Jossey Bass Education Series)",Book,54983.0,0,0,0.0
157540,The Magic Presence  (Saint Germain Series Vol 2) (Saint Germain Series; Vol 2),Book,54396.0,0,0,0.0
157557,The Italian Renaissance,Book,57642.0,3,3,4.5
157561,The Book of the Lion,Book,145654.0,11,11,4.0
157563,"Cities of the Plain (Border Trilogy, Vol 3)",Book,119107.0,90,90,4.0
157565,Taming Your Gremlin: A Guide to Enjoying Yourself,Book,149838.0,23,23,4.5
157575,Canyoneering 3 (Canyoneering),Book,54617.0,5,5,4.5
157585,Hebrew Alphabet Coloring Book (Hebrew Alphabet Coloring Book),Book,42277.0,0,0,0.0
157587,The Complete Book of Topiary,Book,82141.0,4,4,3.5
157596,"""I'd Change My Life If I Had More Time"": A Practical Guide to Making Dreams Come True",Book,47439.0,2,2,5.0
157604,Won't Know Till I Get There,Book,65521.0,8,8,4.0
157627,Notes from a Small Island,Book,49848.0,233,233,4.0
157630,A History of the Twentieth Century : The Concise Edition of the Acclaimed World History,Book,42311.0,0,0,0.0
157631,Microsoft Windows XP Step by Step (With CD-ROM),Book,14030.0,11,11,4.0
157635,The Aviators (Brotherhood of War),Book,21033.0,8,8,4.0
157638,"How Kids Make Friends: Secrets for Making Lots of Friends, No Matter How Shy You Are",Book,47072.0,13,13,3.5
157642,"Universal Horrors: The Studio's Classic Films, 1931-1946",Book,129148.0,5,5,5.0
157654,The American Sign Language Handshape Dictionary,Book,132118.0,8,8,4.5
157661,Precious Moments Bible,Book,125694.0,2,2,5.0
157683,Compendium Maleficarum : The Montague Summers Edition,Book,74645.0,13,13,3.5
157688,BMW Buyer's Guide,Book,114601.0,4,4,4.0
157713,Usability Engineering,Book,41770.0,14,14,4.0
157726,Rebels and Redcoats: The American Revolution Through the Eyes of Those Who Fought and Lived It (Da Capo Paperback),Book,34126.0,16,16,5.0
157728,Malcolm X (Critical Lives),Book,77784.0,2,2,5.0
157732,Night Embrace (Dark-Hunter),Book,4387.0,72,71,4.5
157735,True Success: A New Philosophy of Excellence,Book,15452.0,4,4,5.0
157738,"I.B.S. Relief: A Doctor, a Dietitian, and a Psychologist Provide a Team Approach to Managing Irritable Bowel Syndrome",Book,115757.0,12,12,4.0
157743,"XML for Dummies, Third Edition",Book,45402.0,43,43,2.0
157746,Fashionable Nonsense : Postmodern Intellectuals' Abuse of Science,Book,21353.0,62,62,4.0
157763,Letters for Emily,Book,55195.0,36,36,4.5
157772,Essential Marvel Team-Up,Book,75168.0,7,7,4.0
157776,Fun with Pirates Stencils (Dover Little Activity Books),Book,111603.0,0,0,0.0
157777,African Violets,Book,144073.0,2,2,5.0
157789,Wrap Me Up for Christmas: Blue Dog Christmas Cards (15 Cards),Book,123835.0,0,0,0.0
157803,Working Alone: Tips and Techniques for Solo Building,Book,31556.0,13,13,4.5
157804,Methodical Bible Study,Book,29169.0,2,2,3.5
157805,Protagoras and Meno (Penguin Classics),Book,65182.0,2,2,4.0
157809,The Toy and Game Inventor's Handbook,Book,41307.0,6,6,5.0
157810,Essential System Administration Pocket Reference,Book,134565.0,3,3,5.0
157824,David Ball on Damages: A Plaintiff's Attorney's Guide for Personal Injury and Wrongful Death Cases,Book,111453.0,0,0,0.0
157842,"Buckshot's Modern Trapper's Guide for Xtreme Safety, Survival, Profit, Pleasure",Book,133317.0,5,5,5.0
157844,What Makes Sammy Run?,Book,64082.0,20,20,4.5
157846,"Successful Spokespersons Are Made, Not Born: How to Control the Direction of Media Interviews & Deliver Winning Presentations",Book,37680.0,2,2,4.0
157852,When Body Language Goes Bad: A Dilbert Book,Book,15385.0,8,8,4.5
157856,Debbie Travis' Painted House,Book,61526.0,19,19,4.0
157873,A Transatlantic Love Affair: Letters to Nelson Algren,Book,130618.0,4,4,4.0
157879,Honor and Shame,Book,118598.0,2,2,3.0
157901,DK Readers: Fire Fighters (Level 2: Beginning to Read Alone),Book,136102.0,1,1,5.0
157908,Country Garden,Book,77319.0,0,0,0.0
157909,"Consumer Behavior: Buying, Having, and Being (5th Edition)",Book,130863.0,2,2,4.5
157921,Seabiscuit,Book,33867.0,601,600,5.0
157941,Your MBA Game Plan: Proven Strategies for Getting into the Top Business Schools,Book,4388.0,17,17,4.5
157948,Laboratory Procedures for Veterinary Technicians,Book,122811.0,1,1,4.0
157949,Marilyn Monroe: Photographs 1945-1962 (Schirmer's Visual Library),Book,138149.0,5,5,4.5
157952,As It Is: The Open Secret to Living an Awakened Life,Book,112706.0,30,30,4.5
157962,Rest You Merry (Peter Shandy Mysteries),Book,137387.0,2,2,5.0
157966,Where the Red Fern Grows,Book,138100.0,961,960,4.5
157978,Structure and Interpretation of Computer Programs - 2nd Edition (MIT Electrical Engineering and Computer Science),Book,125082.0,141,141,3.5
157979,Japanese Culture,Book,144067.0,7,7,4.5
157981,What's In The Bible The Story Of God Through Time And Eternity,Book,125147.0,2,2,4.5
157995,How to Stop Worrying and Start Living,Book,10969.0,76,76,5.0
158002,James Baldwin : Collected Essays : Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays (Library of America),Book,118105.0,7,7,4.5
158003,The Private World of Tasha Tudor,Book,15183.0,9,9,5.0
158023,Flowers In The Attic (Dollanganger),Book,4122.0,396,395,4.5
158035,The Tibetan Book of Living and Dying: A New Spiritual Classic from One of the Foremost Interpreters of Tibetan Buddhism to the West,Book,67165.0,65,65,4.5
158050,Afghan Guerrilla Warfare: In the Words of the Mujahideen Fighters,Book,41002.0,6,6,4.0
158068,Neuroscience Nursing: A Spectrum of Care,Book,61495.0,0,0,0.0
158096,How To Write For Television,Book,149642.0,4,4,3.5
158128,1791: Mozart's Last Year,Book,112060.0,5,5,5.0
158142,"Religions of the World: The Illustrated Guide to Origins, Beliefs, Traditions & Festivals",Book,19347.0,2,2,5.0
158148,Things Fall Apart: A Novel,Book,195.0,408,408,4.0
158154,Trader Vic II : Principles of Professional Speculation (Wiley Finance),Book,69515.0,12,12,4.0
158158,What Every Middle School Teacher Should Know:,Book,129343.0,1,1,5.0
158160,"The Crab (Legend of the Five Rings:  Clan War, Fifth Scroll)",Book,134764.0,16,16,4.0
158163,Jane and the Prisoner of Wool House,Book,36975.0,8,8,4.0
158165,In the Time of the Butterflies,Book,2249.0,145,145,4.5
158183,The Garden at the Edge of Beyond,Book,147556.0,3,3,5.0
158184,Contracts for the Film & Television Industry,Book,80637.0,2,2,5.0
158186,Writing Horror (Self-Counsel Writing),Book,140907.0,10,10,4.0
158193,Business Etiquette for Dummies,Book,29958.0,2,2,4.5
158194,Naples at Table : Cooking in Campania,Book,30585.0,22,22,5.0
158205,The Wonderful World of Alpacas,Book,97153.0,0,0,0.0
158217,Springwater Wedding,Book,21719.0,15,15,3.5
158232,Sea Kayaker Magazine's Handbook of Safety and Rescue,Book,61296.0,0,0,0.0
158237,The Member of the Wedding,Book,19151.0,65,65,3.0
158238,"Animal Tracks of New England: Connecticut, Maine, Massachusetts, Rhode Island, New Hampshire and Vermont (Animal Tracks)",Book,93543.0,2,2,5.0
158239,Successful Lyric Writing: A Step-By-Step Course & Workbook,Book,78069.0,9,9,4.0
158241,What to Expect the First Year,Book,38780.0,260,260,3.0
158255,"Eden Project: In Search of the Magical Other (Studies in Jungian Psychology By Jungian Analysis, 79)",Book,87544.0,4,4,5.0
158256,Community As Partner: Theory and Practice in Nursing,Book,113011.0,0,0,0.0
158258,The Fiery Cross,Book,1225.0,514,514,3.0
158266,The Approaching Storm (Star Wars),Book,129854.0,71,70,3.0
158274,Demystifying Grant Seeking: What You REALLY Need to Do to Get Grants,Book,41842.0,3,3,5.0
158293,Summer Bridge Activities: 5th Grade to 6th Grade (Summer Bridge Activities),Book,2848.0,2,2,5.0
158295,"Byzantine Armies 886-1118 (Men-at-Arms, No 89)",Book,10465.0,2,2,5.0
158304,Our Posthuman Future: Consequences of the Biotechnology Revolution,Book,47971.0,24,24,3.5
158306,"Original Blessing: A Primer in Creation Spirituality Presented in Four Paths, Twenty-Six Themees, and Two Questions",Book,87725.0,12,12,4.5
158315,Life Lessons from a Ranch Horse,Book,11944.0,6,6,5.0
158322,Spider Woman's Granddaughters : Traditional Tales and Contemporary Writing by Native American Women,Book,104507.0,2,2,4.5
158327,Seven Up (A Stephanie Plum Novel),Book,1084.0,274,274,4.0
158331,Hana's Suitcase: A True Story (Bank Street College of Education Flora Stieglitz Straus Award (Awards)),Book,5347.0,7,7,5.0
158338,Bloodlines (Dog Lover's Mysteries),Book,71931.0,11,11,4.0
158343,Something Under the Bed Is Drooling,Book,18620.0,20,20,5.0
158363,"Celtic Christianity: A Sacred Tradition, a Vision of Hope",Book,113551.0,5,5,4.0
158369,Creating Killer Web Sites (2nd Edition),Book,41836.0,185,185,3.5
158371,"Hell's Angels: ""Three Can Keep a Secret If Two Are Dead""",Book,25843.0,26,26,3.5
158381,Shibumi,Book,39635.0,139,139,4.5
158393,Greek and Roman Fashions (Dover Pictorial Archives),Book,145178.0,1,1,3.0
158411,All Fall Down,Book,65770.0,27,27,4.0
158422,What the CEO Wants You to Know : How Your Company Really Works,Book,4509.0,24,24,4.0
158439,Reference Guide to the Big Book of Alcoholics Anonymous,Book,57637.0,2,2,5.0
158445,Before the Mayflower: A History of Black America,Book,131995.0,5,5,4.0
158452,Chasm City,Book,41561.0,46,46,3.5
158454,See How They Run,Book,24026.0,30,30,2.5
158458,Desert Heat,Book,101694.0,17,17,4.0
158460,If Chins Could Kill: Confessions of a B Movie Actor,Book,18498.0,164,164,5.0
158481,You Can Feel Good Again: Common-Sense Therapy for Releasing Depression and Changing Your Life,Book,27893.0,16,16,5.0
158483,Impostress (Signet Historical Romance),Book,95159.0,10,10,3.5
158486,Putting Family First: Successful Strategies for Reclaiming Family Life in a Hurry-Up World,Book,25508.0,2,2,5.0
158489,Lonely Planet Canada's Maritime Provinces (Lonely Planet Canada's Maritime Provinces),Book,10692.0,5,5,5.0
158508,Deep Horizon: An Adventure for 13th-Level Charaters (Dungeons & Dragons Adventure),Book,137277.0,5,5,1.0
158511,Troubleshooting Analog Circuits (The Edn Sries for Design Engineers),Book,13570.0,8,8,5.0
158515,A Step from Heaven (Asian Pacific American Award for Literature. Children's and Young Adult. Winner (Awards)),Book,139278.0,44,44,4.5
158519,The Complete Java 2 Certification Study Guide: Programmer's and Developers Exams (With CD-ROM),Book,135158.0,244,244,4.0
158529,The Theory of Investment Value (Contrary Opinion Library),Book,22365.0,3,3,5.0
158539,"Grandpa, Tell Me Your Memories",Book,85241.0,5,5,5.0
158545,Living Low-Carb : The Complete Guide to Long-Term Low-Carb Dieting,Book,45302.0,11,11,4.5
158554,"A Typographic Workbook: A Primer to History, Techniques, and Artistry",Book,38390.0,13,13,3.0
158556,The New Rules of Money: 88 Simple Strategies for Financial Success Today,Book,19939.0,38,38,3.0
158562,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Book,2548.0,120,120,4.0
158567,ARNOLD'S BODY BUILDING FOR MEN,Book,130896.0,9,9,4.0
158587,In a Sunburned Country,Book,1599.0,330,330,4.5
158595,"Zinn and the Art of Mountain Bike Maintenance, Third Edition",Book,58592.0,28,28,4.5
158598,"Positioning: The Battle for Your Mind, 20th Anniversary Edition",Book,22983.0,52,51,4.5
